Code;Libelle;Type;Commune;Cours d'eau;Masse d'eau;
05108195;Le Ruisseau de Larros au niveau d'Ordan-Larroque;STQ;Ordan Larroque;Ruisseau de Larros;Ruisseau de Larros;
05094825;Ruisseau de Limou à Flagnac;STQ;Flagnac;Ruisseau de Limou;Ruisseau de Limou;
05157670;Le Marès au niveau d'Avignonet Lauragais;STQ;Avignonet Lauragais;Ruisseau du Marès;Ruisseau du Marès;
05095160;Le Dourdou au niveau de Rodelle;STQ;Rodelle;Le Dourdou;Le Dourdou de sa source au confluent des Douzes;
05079450;La Dourdèze à Baleyssagues;STQ;Baleyssagues;La Dourdèze;La Dourdèze;
05089030;Le Lot à Pradines;STQ;Cahors;Le Lot;Le Lot du confluent du Célé au confluent de la Lémance;
08997X0016/F;LE SEN - Boy, D17;QZ;Sen;;Calcaires et faluns de l'aquitanien-burdigalien (miocène) captif;
05108150;La Grande Baïse à Beaucaire;STQ;Beaucaire;La Baise;La Baïse du confluent de la Baïsole au confluent de l'Auloue;
S41-4143;Etang de Léon;STQL;Léon;;Étang de Léon;
05063995;La Cère au Moulin des Bargues;STQ;Sansac de Marmiesse;La Cère;La Cère du confluent de la Jordanne au barrage de Saint-étienne-Cantalès;
05106950;La Gélise à Dému;STQ;Dému;La Gélise;La Gélise du barrage de Candau au confluent de la Baïse;
05111350;La Baïsole à Sadournin;STQ;Sadournin;La Baisole;La Baïsole du barrage de Puydarrieux au confluent de la Baïse;
07885X0032/3236;VELZIC - FORAGE DU BOURG 1997;QZ;Velzic;;Volcanisme cantalien - BV Adour-Garonne;
05200135;L'Ampro à Esterencuby;STQ;Estérençuby;l'Ampro;L'Estérenguibel de sa source au confluent de la Nive;
07067X0044/F;ARCES-SUR-GIRONDE - Le Terrier;QZ;Arces;;Calcaires et sables du turonien coniacien captif nord-aquitain;
05234280;L'Echez à Oursbelille;STQ;Oursbelille;l'Echez;L'Echez du confluent du Baradans (inclus) au confluent du canal du Moulin (inclus);
10586X0226/F;LA BASTIDE-DE-BOUSIGNAC - Puits communal;QZ;Bastide de Bousignac;;Molasses du bassin de la Garonne et alluvions anciennes de Piémont;
05229250;Le Gaillou au niveau de Souprosse;STQ;Souprosse;Ruisseau de Marrein;Ruisseau de Marrein;
10514X0014/ERH;Source d'oeil d'uza - rebenacq;QZ;Rébénacq;;;
05022076;La Doue à l'aval de St Estèphe;STQ;Saint Estèphe;La Doue;La Doue;
05068475;Le Ruisseau de l'Etang de la Forêt à Darnets;STQ;Darnets;Ruisseau du Moulin du Lieuteret;Ruisseau du Moulin du Lieuteret;
05204960;L'Escou à Goes;STQ;Goès;l'Escou;L'Escou;
08341X0011/HY;Source Biscot - REUYRES;QZ;Rueyres;;Calcaires, dolomies et grés du lias BV de la Dordogne secteurs hydro p1-p2;
05111500;La Garonne à Port Ste-Marie;STQ;Port Sainte Marie;La Garonne;La Garonne du confluent du Gers au confluent du Lot;
05229140;Le Midour au niveau de Caupenne d'Armagnac;STQ;Caupenne d'Armagnac;La Midouze;Le Midour du lieu-dit Montaut au confluent de la Douze;
05025800;Le Moron à St Laurent d'Arce;STQ;Tauriac;Le Moron;Le Moron du confluent du Soptier à la Gironde;
07062X0017/17;LE CHAY - Pompierre P2;QZ;Chay;;Calcaires, grés et sables du turonien-coniacien libre BV Charente-Gironde;
05225340;Le bès à Villenave;STQ;Villenave;Le Bès;Le Bès du confluent du Bourg au confluent de la Midouze;
05119105;Le Ruisseau du Boulou au niveau de Montdoumerc;STQ;Montdoumerc;Ruisseau du Boulou;Ruisseau du Boulou;
05172800;Le ruisseau de Lauzate en amont de St-Paul-de-Jarrat;STQ;Saint Paul de Jarrat;Ruisseau de Labat;Ruisseau de Labat;
05132600;L'Assou à Laboutarié;STQ;Laboutarie;l'Assou;Le Nandou de sa source au confluent du Dadou;
08567X0021/F;PARNAC - puits de parnac;QZ;Parnac;;;
05022072;Le ruisseau des Forges à Badeix;STQ;Saint Estèphe;Ruisseau des Forges;;
05236950;La Nivelle au niveau de St Pée sur Nivelle (Aval STEP);STQ;Saint Pée sur Nivelle;La Nivelle;La Nivelle de sa source à l'océan;
05116532;L'Estressol à Sauveterre-Saint-Denis;STQ;Sauveterre Saint Denis;l'Estressol;L'Estressol;
05089490;Le Lot au nivea ude Bouziès-Bas;STQ;Saint Géry;Le Lot;Le Lot du confluent du Célé au confluent de la Lémance;
08057X0030/F;PORT-SAINTE-FOY-ET-PONCHAPT - Les Garrigues;QZ;Port Sainte Foy et Ponchapt;;Sables, graviers, galets et calcaires de l'éocène nord AG;
06367X0135/F;TILLOU - Station de pompage de l'Erable ;QZ;Tillou;;Sables, grés, calcaires et dolomies de l'infra-toarcien;
05119068;La Lupte en aval de Castelnau-Montratier;STQ;Castelnau Montratier;La Lupte;La Lupte;
05001592;ST-HIPPOLYTE - Sortie retenue prise d'eau des Biards (canal de l'Unima ESU);STQ;Saint Hippolyte;;;
09052X0005/HY;BELFORT-DU-QUERCY - Le Drac (Barrières);QZ;Belfort du Quercy;;Molasses du bassin de l'Aveyron;
08036X1858/F2;BORDEAUX -Forage Elis Aquitaine;QZ;Bordeaux;;Calcaires et sables de l'oligocène à l'ouest de la Garonne;
08277X0233/S;ST SELVE - source du lavoir;QZ;Saint Selve;;Calcaires et sables de l'oligocène à l'ouest de la Garonne;
10863X0033/HY;AULUS LES BAINS - Les neuf fontaines;QZ;Aulus les Bains;;Terrains plissés du BV Garonne secteur hydro o0;
05061700;La Dordogne à Gintrac (l'Ile Dufau);STQ;Gintrac;La Dordogne;La Dordogne du confluent de la Cère au confluent du Tournefeuille;
05099120;La Coussane en amont de Coubisou;STQ;Coubisou;La Coussane;La Coussane de sa source au barrage de Golinhac;
09321X0025/F1;ITZAC - Guirbonde;QZ;Itzac;;Molasses du bassin de l'Aveyron;
05024940;Le Canal de la Course à La Tremblade;STQ;Tremblade;Chenal de la Tremblade;;
08857X0010/HY;SEVERAC LE CHATEAU -Source la Bastide -S66;QZ;Sévérac d'Aveyron;;Calcaires des grands Causses BV Aveyron;
08294X0011/F;MONESTIER - Chateau le Vigier, golf;QZ;Monestier;;Sables, graviers, galets et calcaires de l'éocène nord AG;
05152750;La Gimone à Labourgade;STQ;Montaïn;La Gimone;La Gimone du confluent de la Marcaoue au confluent de la Garonne;
O1365703;Lac de Varilhes (Carrière);STQL;Varilhes;;;
05229135;Le Midour au niveau de Laujuzan;STQ;Panjas;La Midouze;Le Midour du lieu-dit Montaut au confluent de la Douze;
05030500;Le Chalaure en amont de St Christophe de Double;STQ;Saint Christophe de Double;Le Chalaure;Le Chalaure de sa source au confluent de la Dronne;
05095985;Le Thiébaut à Espeyrac;STQ;Espeyrac;Non nommé;[Toponyme inconnu] O7810550;
05226102;L'Estrigon à Uchacq;STQ;Uchacq et Parentis;Ruisseau de l'Estrigon;Ruisseau de l'Estrigon;
05068030;La Glane Dancèze au niveau de St Geniez O Merle;STQ;Saint Geniez ô Merle;La Glane Dancèze;La Glane de Malesse (Dancèze) de sa source au barrage de Hautefage;
05211930;La Bayse au niveau Lasseube;STQ;Lasseube;La Bayse;La Bayse de sa source au confluent du Gave de Pau (inlus);
05125150;Le Jaoul à Vabre-Tizac;STQ;Bas Ségala;Ruisseau le Jaoul;Le Rayet de sa source au confluent du Viaur;
05148700;Le Lumansonesque au niveau de Compeyre;STQ;Compeyre;Le Lumansonesque;Le Lumansonesque de sa source au confluent du Tarn;
05025600;La Livenne à St Aubin de Blaye;STQ;Saint Aubin de Blaye;La Livenne;La Livenne de sa source au confluent des Martinettes;
05026000;La Dordogne au Port de St Pardon;STQ;Vayres;La Dordogne;Estuaire Fluvial Dordogne;
05068938;La Santoire à St Bonnet de Condat;STQ;Saint Bonnet de Condat;La Santoire;La Santoire du confluent du Drils (inclus) au confluent de la Rhue;
09052X0002/HY;PUYLAROQUE - Source du Candé;QZ;Puylaroque;;Calcaires des Causses du Quercy BV Aveyron;
10058X0201/HY;LAHITTE-TOUPIERE - Artigaou;QZ;Lahitte Toupière;;Molasses du bassin de l'Adour et alluvions anciennes de Piémont;
05112850;La Garonne en aval de Beauregard;STQ;Passage;La Garonne;La Garonne du confluent du Gers au confluent du Lot;
05004500;La Boutonne au Vert;STQ;Vert;La Boutonne;La Boutonne du confluent de la Belle au confluent de la Nie;
05154450;La Nadesse à Verdun sur Garonne;STQ;Verdun sur Garonne;Ruisseau de Nadesse;La Nadesse de sa source au confluent de la Garonne;
05072220;Le Canal de l'Intérieur à St Ciers sur Gironde;STQ;Saint Ciers sur Gironde;Canal de l'Intérieur;;
06837X0006/SOURCE;ST-BRIS-DES-BOIS - La Rétorée;QZ;Saint Bris des Bois;;Calcaires, grés et sables du turonien-coniacien libre BV Charente-Gironde;
05091200;Le Veyre en aval de Bagnac sur Célé;STQ;Bagnac sur Célé;Le Veyre;Le Veyre de sa source au confluent du Célé;
05134360;Le Ruisseau du Taurou au niveau de Lescout;STQ;Lescout;Ruisseau du Taurou;Ruisseau du Taurou;
09571X0023/F;VILLAUDRIC - Forage F2;QZ;Villaudric;;Alluvions du Tarn, du Dadou et de l'Agout secteurs hydro o3-o4;
05069224;Le Taurons au niveau de Saint -Genès-Champespe;STQ;Saint Genès Champespe;Le Taurons;Le Taurons;
08515X0006/F2;HOSTENS - Canet;QZ;Hostens;;Grés, calcaires et sables de l'Hévétien (miocène) captif;
09523X0034/F;ESTANG - AAC d'Estang;QZ;Estang;;Sables fauves BV Adour région hydro q;
06831X0036/F;TAILLEBOURG - Sorins;QZ;Taillebourg;;Calcaires, grés et sables de l'infra-cénomanien/cénomanien libre;
10734X0010/HY;BALAGUERES - Source du Baget;QZ;Balaguères;;Terrains plissés du BV Garonne secteur hydro o0;
05069978;Le ruisseau de la Quérade au niveau de Flayat;STQ;Flayat;Ruisseau de la Quérade;Ruisseau de la Quérade;
08536X0133/P4;MARMANDE - Pont de la RN133 P4;QZ;Marmande;;Alluvions de la Garonne aval;
05175400;La Garonne au Pont vieux de Muret;STQ;Muret;La Garonne;La Garonne du confluent de l'Arize au confluent de l'Ariège;
05125600;Le ruisseau de Congorbes à Quins;STQ;Quins;Ruisseau de Congorbes;Ruisseau de Congorbes;
06831X0059/F;PORT-D'ENVAUX - Les Gailleries (forage);QZ;Port d'Envaux;;;
05173260;Le Ruisseau de Bassiès au niveau de Bassiès;STQ;Auzat;Ruisseau de Bassiès;Ruisseau de Bassiès;
10024X0044/D4;ORTHEVIELLE - Plaine d'Aulize;QZ;Orthevielle;;Alluvions du gave d'Oloron et du Saison;
05159000;L'Aussonnelle à Cornebarrieu;STQ;Cornebarrieu;l'Aussonnelle;L'Aussonnelle de sa source au confluent de la Garonne;
05118893;Le Camezon au lieu dit Lamarion;STQ;Lachapelle;Ruisseau de Cameson;;
05095000;Le Dourdou à Grand Vabre;STQ;Conques en Rouergue;Le Dourdou;Le Dourdou du confluent de la Bindouyre au confluent du Lot;
05125510;Le Glandou au niveau de La Selve;STQ;Selve;Le Glandou;Le Glandou;
05021050;La Tardoire en amont de Montbron;STQ;Montbron;La Tardoire;La Tardoire du confluent de la Colle au confluent des Bonnettes;
05023961;Le Merdançon amont Charroux;STQ;Charroux;Le Merdançon;Le Merdançon;
09013X0004/HY;XAINTRAILLES - Source Baillard;QZ;Xaintrailles;;Calcaires et faluns de l'aquitanien-burdigalien (miocène) captif;
05069000;La Dordogne à Bort les Orgues;STQ;Bort les Orgues;La Dordogne;La Dordogne de la retenue de Bort-les-Orgues au barrage de Marèges;
05225090;Le Retjons au niveau de Rion-des-Landes;STQ;Rion des Landes;Le Retjons;Le Retjons de sa source au confluent de la Midouze;
07585X0014/P2;RIBERAC - Pré du Latier;QZ;Ribérac;;Alluvions de l' Isle et de la Dronne;
05069510;Le Ruisseau de la Barricade au nivea ude St Etienne aux Clos;STQ;Saint Etienne aux Clos;Ruisseau de la Barricade;Ruisseau de la Barricade;
05100000;Le Lot à La Mothe;STQ;Banassac Canilhac;Le Lot;Le Lot du confluent du Bramont au confluent du Doulou;
05235500;L'Adour à l'amont de Tarbes;STQ;Tarbes;l'Adour;L'Adour du confluent de la Douloustre au confluent de l'Ailhet (canal);
05056000;La Vézère à St-Viance;STQ;Saint Viance;La Vézère;La Vézère du confluent du Brézou au confluent de la Corrèze;
05163700;La Saudrune à l'aval du Bois Vert;STQ;Portet sur Garonne;Ruisseau de la Saudrune;Ruisseau de la Saudrune;
05041000;L'Isle à Charrieras;STQ;Trélissac;l'Isle;L'Isle du confluent de l'Auvézère au confluent du Jouis;
05218850;Le ruisseau de Lespontès à Orist;STQ;Orist;Ruisseau de Lespontès;Ruisseau de Lespontès;
05236200;L'Adour de Lesponne en amont Beaudéan;STQ;Campan;l'Adour de Lesponne;L'Adour de Lesponne de sa source au confluent de l'Adour;
05159400;L'Aussonnelle à Léguevin;STQ;Léguevin;l'Aussonnelle;L'Aussonnelle de sa source au confluent de la Garonne;
05035430;La Dronne à Bussière-Galant (aval);STQ;Bussière Galant;La Dronne;La Dronne de sa source au confluent du Manet (inclus);
05230080;Le Ruisseau du Bas avant le Gabas;STQ;Coudures;Le Bas;Le Bas;
05119150;Le Tarn à Sainte-Livrade;STQ;Moissac;Le Tarn;Le Tarn du confluent du Tescou au confluent de la Garonne;
05025000;La Seudre à Saujon (Amont immédiat de Saujon);STQ;Saujon;La Seudre;La Seudre du confluent de la Bénigousse au confluent du fossé de Chantegrenouille;
05134260;Le Ruisseau de Bagas au niveau de Lautrec;STQ;Lautrec;Ruisseau de Bagas;Le Bagas de sa source au confluent du Poulobre (inclus);
05077650;Le ruisseau de Génisson à St Maixant;STQ;Verdelais;Ruisseau de Génisson;Le Génisson de sa source au confluent de la Garonne;
06581X0514/F2BRI;Forage Marais de Fouras (ST LAURENT DE LA PRE-17);QZ;Saint Laurent de la Prée;;Alluvions fluvio-marines des marais de Rochefort, de Brouage et Seudre aval;
09014X0010/P;VIANNE - Source de Calezun;QZ;Vianne;;Calcaires et faluns de l'aquitanien-burdigalien (miocène) captif;
05004230;Le Ruisseau du Roi à Saint-Pierre-de-l'Ile;STQ;Saint Pierre de l'Isle;Ruisseau du Roi;Ruisseau du Roi;
Q0405003;Barrage du Louet;STQL;Escaunets;;Retenue du Louet;
07318X0055/F;JONZAC - Prés de Beaulieu;QZ;Jonzac;;Calcaires, grés et sables de l'infra-cénomanien/cénomanien captif nord-quitain;
05167950;Le Touyre en amont de l'Hers;STQ;Lagarde;Le Touyre;Le Touyre de sa source au confluent de l'Hers vif;
05226000;La Midouze à Campagne;STQ;Saint Martin d'Oney;La Midouze;La Midouze du confluent de la Douze au confluent du Retjons;
05049850;La Vézère à Saint-Léon;STQ;Saint Léon sur Vézère;La Vézère;La Vézère du confluent de l'Elle au confluent de la Dordogne;
05089040;Le Lot à Cahors (Base Nautique );STQ;Cahors;Le Lot;Le Lot du confluent du Célé au confluent de la Lémance;
05016500;La Touvre à Magnac sur Touvre (Pont de la D699);STQ;Magnac sur Touvre;La Touvre;La Touvre du confluent du Rochejoubert au confluent de la Charente;
05006884;Le Bramerit au niveau de La Frediere;STQ;Frédière;Le Bramerit;Le Bramerit de sa source au confluent de la Charente;
05139200;La Durenque en amont de Cambounès;STQ;Cambounès;La Durenque;La Durenque de sa source au confluent de la Durencuse (incluse);
08093X0025/F;FLOIRAC - Ourjac;QZ;Floirac;;Alluvions de la Dordogne;
05122400;Le Cérou en amont de Cordes;STQ;Saint Marcel Campes;Le Cérou;Le Cérou du confluent du Céroc (inclus) au confluent de l'Aveyron;
05000110;Le Canal de Brouage à Beaugeay;STQ;Beaugeay;Canal de Brouage;;
05172600;L'Arget en amont de Serres-sur-Arget;STQ;Serres sur Arget;l'Arget;L'Arget de sa source au confluent de l'Ariège;
05157369;L'Hers-Mort à Labège (aval STEP);STQ;Labège;l'Hers;L'Hers Mort du confluent du Marès au confluent de la Garonne;
05072130;Le Canal le Rivau à Saint-Georges-de-Didonne;STQ;Saint Georges de Didonne;Canal le Rivau;;
05076450;L'Arec à Pujols sur Ciron;STQ;Pujols sur Ciron;l'Arec;L'Arec;
09781X0013/F;MAYLIS - F 1;QZ;Maylis;;sables, calcaires et dolomies de l'éocène-paléocène captif sud AG;
05019930;La Bonnieure à Puygelier;STQ;Puyréaux;La Bonnieure;La Bonnieure du confluent de la Gane au confluent de la Charente;
05211920;La Baysole au niveau de Lasseube;STQ;Lasseube;La Baysole;La Baysole;
05069200;L'Etoile en amont de Lanobre;STQ;Lanobre;l'Etoile;La Tialle de sa source à la retenue de Bort-les-Orgues;
05124282;La Baye au moulin de Cabady;STQ;Ginals;La Baye;La Baye;
05167050;Le Ruisseau de Gorgues au niveau de Teilhet;STQ;Teilhet;Ruisseau de Gorgues;Ruisseau de Gorgues;
07562X0019/F;SAINT-PALAIS-DE-NEGRIGNAC - Le Moulin des Auberts (forage);QZ;Saint Palais de Négrignac;;Calcaires et sables du turonien coniacien captif nord-aquitain;
05192155;Le Courant de Mimizan au niveau de Sainte-Eulalie-en-Born;STQ;Sainte Eulalie en Born;Courant de Sainte-Eulalie;Courant de Sainte-Eulalie;
05231100;Le Bahus à Classun;STQ;Classun;Le Bahus;Le Bahus du barrage de Miramont-Sensacq au confluent de l'Adour;
05118705;L'Orbe à Monfort;STQ;Monfort;l'Orbe;L'Orbe de sa source au confluent de l'Arrats;
05018800;L'Aume à l'aval des marais;STQ;Ambérac;l'Aume;L'Aume de sa source au confluent de la Charente;
05117450;Le Ruisseau de Cabarieu au niveau de Montesquieu;STQ;Montesquieu;Ruisseau de Cabarieu;Ruisseau de Cabarieu;
05119040;Le Lembous en aval du Moulin de Lalande;STQ;Moissac;Le Lembous;Le Lembous;
07081X0507/F;COGNAC - Parc Francois I (ZII AC);QZ;Cognac;;Calcaires, grés et sables de l'infra-cénomanien/cénomanien captif nord-quitain;
05086050;Le Lot à Bias;STQ;Lédat;Le Lot;Le Lot du confluent de la Lémance au confluent de la Garonne;
05116650;L'Auroue en amont de l'Isle-Bouzon;STQ;Isle Bouzon;Rivière de l'Auroue;L'Auroue de sa source au confluent de la Garonne;
07583X0003/HY;CREYSSAC - Source;QZ;Creyssac;;Calcaires, grés et sables du turonien-coniacien-santonien libre BV Isle-Dronne;
05091060;Le Drauzou à Fourmagnac;STQ;Fourmagnac;Le Drauzou;Le Drauzou de sa source au confluent du Célé;
05061900;La Bave à Pauliac;STQ;Prudhomat;La Bave;La Bave du confluent du Tolerme au confluent de la Dordogne;
05089990;La Sagne à Cabrerets;STQ;Cabrerets;La Sagne;La Sagne;
05201030;La Bidouze au niveau de Came;STQ;Came;La Bidouze;La Bidouze du confluent du Pagolla Uraitza au confluent de l'Adour;
08854X0015/S;CANOURGUE - Source de Saint FREZAL;QZ;Canourgue;;Calcaires des grands Causses BV Lot;
05049860;La Seignolle à Sergeac;STQ;Sergeac;La Seignolle;La Seignolle;
05080050;L'Escourou au niveau d'Eymet;STQ;Eymet;l'Escourou;;
05219900;Le Luy au lieu-dit Chérrou;STQ;Bastennes;Le Luy;Le Luy du confluent du Luy de Béarn au confluent de l'Adour;
05192010;La Petite Leyre à Moustey;STQ;Moustey;La Petite Leyre;La petite Leyre de sa source au confluent de la Leyre;
05225350;Le Bès Darengosse au niveau d'Arengosse;STQ;Arengosse;Le Bès Darengosse;Le Bès d'Arengosse de sa source au confluent du Bès;
10305X0074/P13;MAZERES-LEZONS - Mazère 13;QZ;Mazères Lezons;;Alluvions du gave de Pau;
10305X0231/F;PARDIES PIETAT N°3;QZ;Pardies Piétat;;Alluvions du gave de Pau;
05093700;Le Riou Viou à Aubin;STQ;Aubin;Riou Viou;Le Riou Viou de sa source au confluent du Riou Mort;
05011705;Le ru de Chadeuil à Malaville;STQ;Malaville;Ru de Chadeuil;Ru de Chadeuil;
09301X0050/F;MOISSAC - Puits de Cacor nord;QZ;Moissac;;Alluvions de l'Aveyron et de la Lère;
05006950;La Charente en amont de Saintes;STQ;Saintes;La Charente;La Charente du confluent de la Touvre au confluent du Bramerit;
05025060;La Seudre en amont de Cravans;STQ;Cravans;La Seudre;La Seudre de sa source au confluent de la Bénigousse;
05053080;Le Clan à Ussac;STQ;Ussac;Le Clan;Le Clan (la Chapelle) de sa source au confluent du Maumont Blanc;
10293X0152/P;SIROS;QZ;Siros;;Alluvions du gave de Pau;
05076010;Le ruisseau de St-Cricq à Cerons;STQ;Cérons;Ruisseau de Saint-Cricq;Ruisseau de Saint-Cricq;
09783X0018/F1;SARRAZIET - Forage Taulade -D33;QZ;Sarraziet;;sables, calcaires et dolomies de l'éocène-paléocène captif sud AG;
R0005023;Barrage de Lavaud;STQL;Lésignac Durand;;Retenue de Lavaud;
05220850;Le Luy de Béarn à Mazerolles;STQ;Mazerolles;Le Luy du Béarn;Le Luy de Béarn de sa source au confluent du Luy de France;
05055970;La Loyre au niveau de Troche;STQ;Troche;La Loyre;La Loyre de sa source au confluent des Planches (inclus);
10097X0106/F;LE FAUGA;QZ;Fauga;;;
05192315;Le ruisseau de Harencin à Onesse et Laharie;STQ;Onesse Laharie;Ruisseau de Harencin;Ruisseau de Harencin;
05176150;L'Arize au Mas d'Azil;STQ;Mas d'Azil;l'Arize;L'Arize du confluent du Pujol au confluent de la Garonne;
05175800;La Garonne à Marquefave;STQ;Marquefave;La Garonne;La Garonne du confluent de l'Arize au confluent de l'Ariège;
08565X0007/F;Vire sur Lot - Forage de Bru;QZ;Vire sur Lot;;Calcaires et marnes du jurassique sup du BV du Lot secteur hydro o8;
09013X0001/HY;DAMAZAN - Source de l'Avison;QZ;Damazan;;Calcaires et faluns de l'aquitanien-burdigalien (miocène) captif;
05129070;Le Tescou en aval de Saint Nauphary;STQ;Montauban;Le Tescou;Le Tescou de sa source au confluent du Tarn;
06837X0016/F;SAINT-CEZAIRE - Chez Veillon (forage);QZ;Saint Césaire;;Calcaires, grés et sables de l'infra-cénomanien/cénomanien captif nord-quitain;
